Super Robot Taisen Operation Extend Chapter 8,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/MAKQqDoZmZkxfHkJQWRTJwqMjDLrnLhNmvqAUDOGEwCDJcdeERAZcnbfdjMNBaeiFPCoyCwhDDwdTRyvwaGIeYLbNzdHHaOdQaiop.pkg
Super Robot Taisen Operation Extend Cybuster,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/ALfzgAIDMMHxQOwVnnoLIgmaAvQeOfcJayOFCMakxbRqLxvbLrIbHbXARQfTmBWuQmCHGrwhItikEBbSeWIgcrqzwSIdCWmaOtIIG.pkg
Super Robot Taisen Operation Extend Mission DLC 01 ,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/KJOsyHNqABwLEgoGlxDVflVMoFbtHysxVFLrMigIkMPGaownpCgWZgrTYVcdEBFrXslHFzdoxsQqjOpafAMuPJSUtsYVmikexOCHO.pkg
Super Robot Taisen Operation Extend Mission DLC 02,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/yVLykahBUMzJziNwwLvPMAbWBgAZvLKzrJomFkznSrRJZezQqLNNYmcNqPuaUMPDSQinPxNnTdEQBCBRuVrhgYFbUCRsfRJSKuOOn.pkg
Super Robot Taisen Operation Extend Mission DLC 03,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/DFpuxzWdwgEMLRRbFJavPtftlTRtTDCIvbJcuatLUMopBUDZlgfNFfniYimBMNtCYspffFCdZklQiQXwRwwUTUNkGompHziGtMSep.pkg
Super Robot Taisen Operation Extend Mission DLC 04,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/BIThTFiOLaBdYhLObjbrxxzigJYADqbLySOXzgrfgUOwrmEinXmWzBekxQczdbVgNsRRTExTfithJGjqaXojMvNpYIMEesiCtOZkB.pkg
Super Robot Taisen Operation Extend Mission DLC 05,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/BVUgLIjlOkPzUqfCKyVjmxtnzYyEhkLWlVBbrZqgoRGVqWZWupXWpvroYqLKpIHCGdIuznOSfMzsuKOsRfpBfLUpVFoqKvVhAYSqZ.pkg
Super Robot Taisen Operation Extend Mission DLC 06,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/HyduNSrYkksbvKfqXDMNqHOCcLNNeOhfumPumTcpXtcVcesdDRZczWsnWcxqNvwcNbKrcfHREMrEIOUSwKzDixlQlkmOdSNbBYlpB.pkg
Super Robot Taisen Operation Extend Mission DLC 07,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/rlKDqxIBWgyLRSpdlGJriIBNfcRglFpPtoZPzcJXeVhiiBwDeAbflhxUTgCiKPZnHWpxAsQZwwtzkcvgsBSZcwcuiYmOCybUsnRVw.pkg
Super Robot Taisen Operation Extend Mission DLC 08,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/tSPeqsLyDwyQOueHLXvGknfostvcRkHTVAXinhSDjJUjGDBdvyqjjnDFDsaZfOreBYHYFWOLtOOJaGqGAnyovQVFEeGJMghcpgKQN.pkg
Super Robot Taisen Operation Extend Mission DLC 09,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/rLKaVNvtpdeSiZktQIfhlwgtMBhncyYjtHeFxSFVGNubwAzcQdMHbETBSVFeFGGDawWQcecVYDrUIIQhmbfdDqbCuBHetkxzOFQdi.pkg
Super Robot Taisen Operation Extend Mission DLC 10,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/XrEPAZEzIyJrNBAIAqYdkhZLjjJpzSBQnwqHICffhzSekqFUcGsLlVpBEVekHNovaVjKVkcbSoQaKVCqCzSHXucpfVUESNMohYvJY.pkg
Super Robot Taisen Operation Extend Mission DLC 11,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/yiSUUucnKEzKtmGAzdbwdpTEISjGnpiHHpOxlvOtKBLvnHjnbolAAJyTvesWiAtwGtCGcIaFSxtpFAHOugDPUzTCIANxmibYQQtVN.pkg
Super Robot Taisen Operation Extend Mission DLC 12,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/CbMiWVXdxNIXIPTZYMCIbWvvaAsGIJvQtiZucUuvEgJfBEYGOdAWrmlhKgDPXBkqnIipIQqJIEHNVOveTCKhUKLWHhklptBudAtkt.pkg
Super Robot Taisen Operation Extend Mission DLC 13,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/FBExizUOvPyDRkIKhBlZBPUrgjLyprgijKgDwrUrgNRnWTEWKfFNrDnxmQHKsMPfgXDPgresWTpbyQndGMnIbVOcWSZewyELpwUOf.pkg
Super Robot Taisen Operation Extend Prologue (ISO),http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/IKujMdBqGrHYInmXhHwDTaWkQvoRiBokOWBvYAlgqHRNYFCfwfwpaWirXOoFVuBRJbvlySgHaGQcrxIJuoQQvURHibXQdolNAaQrO.pkg
Super Robot Taisen Operation Extend Real PG Gundam,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/oIxkPTdhFFaOtnMzByTqqZmiQvXGAZrjlQoJNaGITDccYqmQILPUfIUNPumrOqBcAyStsAvttmjvRgsGUrTGgHXQVeTUWgFzYUuQa.pkg
Super Robot Taisen Operation Extend Prologue (ISO) v2,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/dvAQXkSEXnugZyPEdFDhOzVgrIfnFLDcoSGmJzmGzGPUadhMqprsgsqUcrHNJkyFwUoAUIlWfIEnwTrlwDouSAElPDGhfbpqBxqkm.pkg
スーパーロボット大戦Operation Extend 追加コンテンツ 「防弾タンク」,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/TjhZKvISBbWrFnXtRVPYmYGSMXVbbPKEDeywDcgPrhGFVVKiqPXAwignFbRBFzHhynVDbrLDnpQFBmdldogCYBVTTJbOXFqTiVcTL.pkg
スーパーロボット大戦Operation Extend 追加コンテンツ 「特殊徹甲弾」,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/QeJIOnYtGFqkbrKLIVLNmwSqiYmfNEuSyXZnjidkqBVppPeBBmhzsehOGtcKdtpuTSYnngNKVseClBtckwdFYimWKtNrMBJEjyhxK.pkg
スーパーロボット大戦Operation Extend 追加コンテンツ 「エナジーチップ」,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/aYtXzBqxJbIsyJERujCcSpGIdjiKtkyitQnCAuKdtBAwOjfYRGtTOGApwOqnpSERKzsWnOArICjFSRRtrPOWeouvxMXraFctpBRFu.pkg
スーパーロボット大戦Operation Extend 追加コンテンツ 「マルチリペア」,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/yWbSexhUNGyKeThkhppNkEQHxPXZHBWnwkIFtEuzYhSxXycBscFmbsIxeQSqxSwcrgrXkUcraNtXoIsMCIWDapCrYOEgMLIIhUxyt.pkg
スーパーロボット大戦Operation Extend 追加コンテンツ 「ケン太のポケコン」,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/TMyWCFiTwCdGvFTThCQtSUQYCfRWIUtuDosWkuRDcmBoMzgXixbviAaNMlPAFTsHpSkoLQPVmsZumMiYDvXFkfsprpvQFTSmFtizB.pkg
スーパーロボット大戦Operation Extend 追加コンテンツ 「ミストルーン」,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/WnTVNmbRnsTbmNLReVvNabZRowjduqcYsGrueUTWcnornPFsXYgvuNAxlQRKgawEuJRvUFbXjSdxgNumQhDnkadlknLynkzpolMWs.pkg
スーパーロボット大戦Operation Extend 追加コンテンツ 「ピンクハロ」,http://zeus.dl.playstation.net/cdn/JP0700/NPJH50521_00/pQYpqqYRmBSBiEKWQOWTfDMEcYAzBwQHFlPDZFhCtqcqJiaBVtnMjlVqomdRMvGrznWOnFzwlUXenAUPNUhmomQoTwZwNLGmkMdHu.pkg
